ID,DATE,TIME,TIME_OF_DAY,NETWORK,HEADLINE,SENTIMENT_LABEL,SENTIMENT_SCORE,EMOTION_SADNESS,EMOTION_FEAR,EMOTION_ANGER,EMOTION_DISGUST,EMOTION_JOY,PUTIN,TRUMP,TRUDEAU
18,2017-07-11,11:00:00,Morning,WT,Facebook’s Mark Zuckerberg travels ‘listening tour’ path of presidential candidates,positive,0.757151,0.131114,0.020997,0.007159,0.09013,0.657344,0,0,0
19,2017-07-11,11:00:00,Morning,WT,Gun background check totals drop as market adjusts to Trump,neutral,0.0,0.216415,0.228978,0.59515,0.061601,0.028127,0,1,0
20,2017-07-11,11:00:00,Morning,CBC,Catholic bishops say Trudeau playing politics with abortion in foreign aid,neutral,0.0,0.205497,0.034159,0.032673,0.531062,0.014032,0,0,1
21,2017-07-11,11:00:00,Morning,CBC,'It was the happiest moment': Asylum seekers who took risky Central American corridor cross into Canada,negative,-0.649201,0.099288,0.107516,0.039436,0.035638,0.599312,0,0,0
22,2017-07-11,11:00:00,Morning,CBC,Relatives of slain U.S. soldier want urgent freeze on Omar Khadr's assets,negative,-0.419543,0.283762,0.169862,0.25706,0.121771,0.014452,0,0,0
23,2017-07-11,11:00:00,Morning,CBC,G19 + 1: Division among G20 leaders and what comes next,neutral,0.0,0.207265,0.122516,0.087352,0.113952,0.1854,0,0,0
24,2017-07-11,11:00:00,Morning,CBC,"Parks Canada preparing for busy Canada 150 season, including patrons behaving badly",negative,-0.395837,0.36251,0.147319,0.235188,0.243511,0.034899,0,0,0
25,2017-07-11,11:00:00,Morning,CBC,"After years of missteps, Canadian military officials hope procurement now on track",neutral,0.0,0.106229,0.27531,0.061647,0.517914,0.180405,0,0,0
26,2017-07-11,11:00:00,Morning,CBC,Poll Tracker: Federal poll averages and seat projections,neutral,0.0,0.09698,0.103342,0.067037,0.064531,0.020892,0,0,0
27,2017-07-11,11:00:00,Morning,CBC,"On Khadr, Trudeau says Charter protects all Canadians 'even when it is uncomfortable'",negative,-0.311165,0.297915,0.052198,0.071755,0.541809,0.123047,0,0,1
28,2017-07-11,11:00:00,Morning,CBC,"Amazon Prime does more for northern food security than federal subsidies, say Iqaluit residents",neutral,0.0,0.275872,0.129643,0.072001,0.366348,0.141894,0,0,0
29,2017-07-11,11:00:00,Morning,CBC,"Canada, EU to provisionally apply CETA in September",neutral,0.0,0.292045,0.112958,0.027647,0.017861,0.054082,0,0,0
30,2017-07-11,11:00:00,Morning,CBC,G20 leaders steel themselves for Trump's next trade move,neutral,0.0,0.262031,0.147694,0.178032,0.191246,0.256598,0,1,0
31,2017-07-11,11:00:00,Morning,CBC,"Liberals defend and Tories attack Omar Khadr payout, both citing principles",neutral,0.0,0.091526,0.077817,0.260603,0.776016,0.007655,0,0,0
32,2017-07-11,11:00:00,Morning,CBC,G20 leaders reaffirm support of Paris climate change agreement without U.S.,neutral,0.0,0.178425,0.175091,0.078784,0.209567,0.126822,0,0,0
33,2017-07-11,11:00:00,Morning,CBC,"Sask. sends aircraft, firefighters to help fight B.C. wildfires",neutral,0.0,0.133518,0.138343,0.124503,0.032942,0.061517,0,0,0
34,2017-07-11,11:00:00,Morning,CBC,Canada pledges $20M for women's entrepreneurship program,positive,0.574585,0.112963,0.078782,0.023798,0.139346,0.453671,0,0,0
35,2017-07-11,11:00:00,Morning,CBC,El Salvador woman at the heart of legal challenge to Safe Third Country Agreement,positive,0.460505,0.191086,0.210511,0.020324,0.08814,0.4193,0,0,0
36,2017-07-12,11:00:00,Morning,RT,‘Fight far from over’: US troops expected to stay in Iraq after ISIS’ defeat                                                                    ,negative,-0.664433,0.415676,0.250427,0.251139,0.144927,0.029189,0,0,0
37,2017-07-12,11:00:00,Morning,RT,"China sends ships, troops to 1st overseas military base in Horn of Africa                                                                    ",neutral,0.0,0.284041,0.101174,0.01342,0.186453,0.030309,0,0,0
38,2017-07-12,11:00:00,Morning,RT,‘Wild & overblown’: Lavrov blasts media hype over Trump Jr. meeting with Russian lawyer                                                                    ,negative,-0.591817,0.111778,0.208269,0.060076,0.047611,0.547981,0,0,0
39,2017-07-12,11:00:00,Morning,RT,‘Collateral Murder’: 10th anniversary of infamous airstrike that exposed US cover-up (VIDEO)                                                                    ,negative,-0.773642,0.233204,0.065948,0.249766,0.299355,0.133926,0,0,0
40,2017-07-12,11:00:00,Morning,RT,#FontGate: Forged docs from Pakistani PM’s daughter’s betrayed by Microsoft Word font                                                                    ,negative,-0.428965,0.580335,0.055432,0.260306,0.041088,0.057626,0,0,0
41,2017-07-12,11:00:00,Morning,WT,Pence says Trump ‘will continue to provide leadership’,neutral,0.0,0.122046,0.132922,0.071385,0.195196,0.083179,0,1,0
42,2017-07-12,11:00:00,Morning,WT,Rand Paul slams revised GOP health care bill,neutral,0.0,0.166281,0.022432,0.26994,0.218037,0.293476,0,0,0
43,2017-07-12,11:00:00,Morning,WT,"Sen. Tom Cotton urges Tillerson, Trump not to certify Iran deal",neutral,0.0,0.134248,0.098784,0.29827,0.277221,0.112101,0,1,0
44,2017-07-12,11:00:00,Morning,WT,"House Democrats admit Obamacare is faltering in places, suggest fixes",negative,-0.593543,0.280995,0.166828,0.139859,0.252081,0.138107,0,0,0
45,2017-07-12,11:00:00,Morning,WT,"Chris Wray, FBI director nominee: ‘My loyalty is to the Constitution and the rule of law’",neutral,0.0,0.259761,0.094173,0.126704,0.269275,0.053059,0,0,0
46,2017-07-12,11:00:00,Morning,WT,Bipartisan group of mayors denounce Trump’s cuts to block grants to communities,negative,-0.441523,0.318957,0.101876,0.344053,0.180704,0.199714,0,1,0
47,2017-07-12,11:00:00,Morning,WT,Kevin Brady: House plans to make tax cuts permanent,negative,-0.682001,0.258313,0.122445,0.130828,0.180571,0.06653,0,0,0
48,2017-07-12,11:00:00,Morning,WT,Rep. Darrell Issa gets another challenger in California’s 49th,neutral,0.0,0.547234,0.029498,0.245739,0.034998,0.078942,0,0,0
49,2017-07-12,11:00:00,Morning,WT,Trump says White House working ‘perfectly’ amid latest Russia uproar,negative,-0.720813,0.259555,0.155929,0.072434,0.086379,0.43268,0,1,0
50,2017-07-12,11:00:00,Morning,WT,Mike Pence’s spokesman: ‘Not aware’ of Donald Trump Jr.’s meeting with Russian lawyer,neutral,0.0,0.021051,0.289306,0.029994,0.039081,0.200344,0,0,0
51,2017-07-12,11:00:00,Morning,WT,Republican voters still want Obamacare repealed and replaced: Poll,negative,-0.674865,0.344958,0.044337,0.185942,0.444232,0.022713,0,0,0
52,2017-07-12,11:00:00,Morning,WT,"Trump tweets in defense of Donald Jr., slams media ",neutral,0.0,0.144916,0.07753,0.174125,0.452221,0.062899,0,0,0
53,2017-07-12,11:00:00,Morning,WT,Chris Coons isn’t ready to accuse Donald Trump Jr. of treason,negative,-0.515569,0.014018,0.00687,0.516547,0.106658,0.049566,0,0,0
54,2017-07-12,11:00:00,Morning,WT,Tim Kaine on Trump-Russia probe: ‘This is moving into … potentially treason’,neutral,0.0,0.272085,0.292717,0.076566,0.068616,0.141065,0,1,0
55,2017-07-12,11:00:00,Morning,WT,Angus King: Senate Republicans need to be more open in health care debate,neutral,0.0,0.232634,0.024757,0.274036,0.466246,0.162338,0,0,0
56,2017-07-12,11:00:00,Morning,CBC,Manitoba MMIWG families want national inquiry commissioners replaced,neutral,0.0,0.346292,0.032762,0.117056,0.266701,0.153218,0,0,0
57,2017-07-12,11:00:00,Morning,CBC,'What is going on?': Family members want to know what's happening to MMIWG inquiry,neutral,0.0,0.32946,0.109761,0.119055,0.045099,0.045933,0,0,0
58,2017-07-12,11:00:00,Morning,CBC,"Carbon pricing, pensions addressed by NDP leadership candidates at Saskatoon debate",neutral,0.0,0.216514,0.19266,0.06359,0.252934,0.009223,0,0,0
59,2017-07-12,11:00:00,Morning,CBC,Missing and murdered inquiry to forge ahead despite resignation of key commissioner,negative,-0.646526,0.626424,0.080227,0.276212,0.11458,0.053483,0,0,0
60,2017-07-12,11:00:00,Morning,CBC,Trudeau to hold formal bilateral meeting with U.S. VP Mike Pence,neutral,0.0,0.173057,0.033979,0.085109,0.035057,0.090363,0,0,1
61,2017-07-12,11:00:00,Morning,CBC,"Canada stumps up cash for family planning in developing world, but won't criticize Trump for stepping back",negative,-0.570372,0.312388,0.047231,0.050086,0.110045,0.322439,0,1,0
62,2017-07-12,11:00:00,Morning,CBC,"Watch Power & Politics for July 11, 2017",positive,0.608044,0.501142,0.044394,0.112832,0.1756,0.145223,0,0,0
63,2017-07-12,11:00:00,Morning,CBC,Justin Trudeau will attend Calgary Stampede after initially bucking event,negative,-0.406753,0.360044,0.018504,0.192251,0.263458,0.086917,0,0,1
64,2017-07-12,11:00:00,Morning,CBC,Former U.S. special forces soldier calls Justin Trudeau an Omar Khadr 'groupie',neutral,0.0,0.352859,0.154207,0.217304,0.328986,0.036987,0,0,1
65,2017-07-12,11:00:00,Morning,CBC,Poloz may tap the interest-rate brakes as a promise and a warning: Don Pittis,negative,-0.757098,0.084747,0.379089,0.056584,0.115494,0.012166,0,0,0
66,2017-07-12,11:00:00,Morning,CBC,"Majority of Canadians oppose Omar Khadr settlement, poll suggests",neutral,0.0,0.117541,0.024169,0.095783,0.282128,0.030708,0,0,0
67,2017-07-12,11:00:00,Morning,CBC,Catholic bishops say Trudeau playing politics with abortion in foreign aid,neutral,0.0,0.205497,0.034159,0.032673,0.531062,0.014032,0,0,1
68,2017-07-12,11:00:00,Morning,CBC,'It was the happiest moment': Asylum seekers who took risky Central American corridor cross into Canada,negative,-0.649201,0.099288,0.107516,0.039436,0.035638,0.599312,0,0,0
69,2017-07-12,11:00:00,Morning,CBC,Relatives of slain U.S. soldier want urgent freeze on Omar Khadr's assets,negative,-0.419543,0.283762,0.169862,0.25706,0.121771,0.014452,0,0,0
70,2017-07-12,11:00:00,Morning,CBC,G19 + 1: Division among G20 leaders and what comes next,neutral,0.0,0.207265,0.122516,0.087352,0.113952,0.1854,0,0,0
71,2017-07-12,11:00:00,Morning,CBC,"Parks Canada preparing for busy Canada 150 season, including patrons behaving badly",negative,-0.395837,0.36251,0.147319,0.235188,0.243511,0.034899,0,0,0
72,2017-07-13,11:00:01,Morning,RT,‘Putin wanted Hillary Clinton to win the election’ – Trump                                                                    ,neutral,0.0,0.270869,0.082043,0.179606,0.139299,0.256665,1,1,0
73,2017-07-13,11:00:01,Morning,RT,Berlin to boost aviation safety amid fears hackers can hijack warplanes                                                                    ,neutral,0.0,0.011869,0.755602,0.020501,0.034013,0.021755,0,0,0
74,2017-07-13,11:00:01,Morning,RT,‘Humanity can’t continue to lose out to politics’ – UN relief chief makes plea to save Yemen                                                                    ,negative,-0.962583,0.613501,0.071162,0.218139,0.293269,0.010185,0,0,0
75,2017-07-13,11:00:01,Morning,RT,US senators aim to impose sanctions on financial entities dealing with North Korea                                                                    ,negative,-0.573193,0.112259,0.146528,0.091876,0.118333,0.084398,0,0,0
76,2017-07-13,11:00:01,Morning,RT,Emails to Trump Jr. on Russian lawyer meeting are full of lies – Agalarov’s attorney                                                                    ,positive,0.439946,0.121639,0.339342,0.184405,0.068986,0.089517,0,0,0
77,2017-07-13,11:00:01,Morning,WT,Times’ Legislative Activity Index shows good pace for unified Congress,positive,0.511017,0.086094,0.051677,0.029248,0.064249,0.646233,0,0,0
78,2017-07-13,11:00:01,Morning,WT,Freedom Partners ramps up campaign against border tax,negative,-0.311455,0.168101,0.308238,0.081564,0.315799,0.104134,0,0,0
79,2017-07-13,11:00:01,Morning,WT,Senate Judiciary chair plans to call former Trump campaign manager Manafort to testify,neutral,0.0,0.292049,0.039106,0.076854,0.565729,0.004063,0,1,0
80,2017-07-13,11:00:01,Morning,WT,"Obamacare repeal, replace plan stumbles in Senate",negative,-0.718434,0.250285,0.076911,0.236719,0.145273,0.041843,0,0,0
81,2017-07-13,11:00:01,Morning,WT,"Democrats reject Trump judge, then say they weren’t included in deliberations",neutral,0.0,0.617269,0.04556,0.095346,0.220868,0.002297,0,1,0
82,2017-07-13,11:00:01,Morning,WT,"In FBI confirmation hearing, Wray denies Russia investigation is a ‘witch hunt’ of Trump",neutral,0.0,0.256766,0.029172,0.339664,0.493034,0.007353,0,1,0
83,2017-07-13,11:00:01,Morning,WT,Christopher Wray wins over Al Franken: ‘You’ve had a good hearing today’,neutral,0.0,0.042792,0.048304,0.037076,0.015742,0.80933,0,0,0
84,2017-07-13,11:00:01,Morning,WT,House committee votes to reopen door for horse slaughter facilities to operate in U.S.,neutral,0.0,0.064947,0.116151,0.369222,0.477204,0.110445,0,0,0
85,2017-07-13,11:00:01,Morning,WT,Warren takes early salvo from GOP hopeful: ‘A real Indian can defeat a fake Indian’,negative,-0.718139,0.748489,0.150538,0.160964,0.105759,0.00375,0,0,0
86,2017-07-13,11:00:01,Morning,WT,Expanding the press corps: White House to stage talk radio marathon,neutral,0.0,0.102822,0.197631,0.145099,0.255513,0.249248,0,0,0
87,2017-07-13,11:00:01,Morning,WT,Bermuda firm denies funneling Russian cash to anti-fracking groups,negative,-0.477504,0.525964,0.147223,0.242257,0.289853,0.023415,0,0,0
88,2017-07-13,11:00:01,Morning,WT,"Brad Sherman, California Democrat, launches long-shot bid to impeach Trump",neutral,0.0,0.38831,0.075367,0.070331,0.204422,0.099437,0,1,0
89,2017-07-13,11:00:01,Morning,WT,A PR lesson for Trump from some angry Montana firefighters,positive,0.858726,0.028954,0.047798,0.935845,0.037097,0.014905,0,1,0
90,2017-07-13,11:00:01,Morning,WT,Former DNC head Donna Brazile to release book on 2016 election hacks,neutral,0.0,0.399661,0.233457,0.381671,0.120674,0.048086,0,0,0
91,2017-07-13,11:00:01,Morning,WT,Bernie Sanders keeping 2020 presidential bid on the table,neutral,0.0,0.063565,0.043173,0.072426,0.511236,0.144659,0,0,0
92,2017-07-13,11:00:01,Morning,CBC,Former astronaut Julie Payette to be Canada's next governor general,neutral,0.0,0.263381,0.122293,0.109868,0.193667,0.190061,0,0,0
93,2017-07-13,11:00:01,Morning,CBC,3 reasons the interest rate hike is good for the Trudeau Liberals,positive,0.747059,0.157146,0.016846,0.074209,0.308843,0.469893,0,0,1
94,2017-07-13,11:00:01,Morning,CBC,Omar Khadr fights attempt by soldier's widow to freeze his assets,negative,-0.413576,0.592513,0.242899,0.154527,0.127652,0.00573,0,0,0
95,2017-07-13,11:00:01,Morning,CBC,"Watch Power & Politics for July 12, 2017",positive,0.574348,0.501142,0.044394,0.112832,0.1756,0.145223,0,0,0
96,2017-07-13,11:00:01,Morning,CBC,What 3 legal minds think about the Omar Khadr settlement,neutral,0.0,0.140624,0.168885,0.161364,0.062307,0.256602,0,0,0
97,2017-07-13,11:00:01,Morning,CBC,Bank of Canada raises interest rate for 1st time in 7 years to 0.75%,negative,-0.526206,0.249858,0.050646,0.058354,0.089373,0.275828,0,0,0
98,2017-07-13,11:00:01,Morning,CBC,Canadian military exchange pilots flew in combat: documents,neutral,0.0,0.121176,0.133597,0.13757,0.293365,0.033898,0,0,0
99,2017-07-13,11:00:01,Morning,CBC,Don't drain the swamp: report says wetlands help avert flood damage,negative,-0.776631,0.28728,0.323545,0.221157,0.065788,0.005999,0,0,0
100,2017-07-13,11:00:01,Morning,CBC,"Manitoba families want national MMIWG inquiry commissioners replaced, regional inquiry created",neutral,0.0,0.183581,0.029994,0.096102,0.16095,0.273637,0,0,0
101,2017-07-13,11:00:01,Morning,CBC,'What is going on?': Family members want to know what's happening to MMIWG inquiry,neutral,0.0,0.32946,0.109761,0.119055,0.045099,0.045933,0,0,0
102,2017-07-13,11:00:01,Morning,CBC,"Montreal nixes sovereignist group's plan to mark Charles de Gaulle's 'Vive le Quebec libre!"" speech",positive,0.688072,,,,,,0,0,0
103,2017-07-13,11:00:01,Morning,CBC,"Carbon pricing, pensions addressed by NDP leadership candidates at Saskatoon debate",neutral,0.0,0.216514,0.19266,0.06359,0.252934,0.009223,0,0,0
104,2017-07-13,11:00:01,Morning,CBC,Missing and murdered inquiry to forge ahead despite resignation of key commissioner,negative,-0.646526,0.626424,0.080227,0.276212,0.11458,0.053483,0,0,0
105,2017-07-13,11:00:01,Morning,CBC,Trudeau to hold formal bilateral meeting with U.S. VP Mike Pence,neutral,0.0,0.173057,0.033979,0.085109,0.035057,0.090363,0,0,1
106,2017-07-13,11:00:01,Morning,CBC,"Canada stumps up cash for family planning in developing world, but won't criticize Trump for stepping back",negative,-0.570372,0.312388,0.047231,0.050086,0.110045,0.322439,0,1,0
107,2017-07-13,11:00:01,Morning,CBC,"Watch Power & Politics for July 11, 2017",positive,0.608044,0.501142,0.044394,0.112832,0.1756,0.145223,0,0,0
108,2017-07-14,11:00:01,Morning,RT,‘Punish Russians for having RT?’ Fox News host slams US senator over ‘Russian propaganda’ (VIDEO)                                                                    ,negative,-0.478573,0.500531,0.235228,0.062239,0.421601,0.022424,0,0,0
109,2017-07-14,11:00:01,Morning,RT,Trump reveals what he’ll ask Putin next time they meet                                                                    ,neutral,0.0,0.464146,0.207725,0.071891,0.048334,0.228671,1,1,0
110,2017-07-14,11:00:01,Morning,RT,Turkey ready to splash out $2.5bn for Russia’s S-400 air defense system – report                                                                    ,negative,-0.474478,0.173518,0.112911,0.066048,0.082142,0.086593,0,0,0
111,2017-07-14,11:00:01,Morning,RT,2 Israeli police officers confirmed dead following Temple Mount shooting                                                                    ,neutral,0.0,0.204528,0.139833,0.429332,0.376967,0.031592,0,0,0
112,2017-07-14,11:00:01,Morning,RT,Macron: Eliminating terrorist threat now more important than ousting Assad                                                                    ,negative,-0.806734,0.100381,0.754333,0.208456,0.154279,0.001864,0,0,0
113,2017-07-14,11:00:01,Morning,WT,Senate immediately loses 2 Republican votes on revised Obamacare repeal bill,negative,-0.817753,0.246567,0.043073,0.328504,0.585769,0.012762,0,0,0
114,2017-07-14,11:00:01,Morning,WT,Trump says Obama officials let Russia lawyer enter U.S.,neutral,0.0,0.21128,0.110486,0.191934,0.385274,0.084259,0,1,0
115,2017-07-14,11:00:01,Morning,WT,Operative who commissioned anti-Trump dossier to testify next week before Congress,negative,-0.366967,0.446834,0.147178,0.19552,0.274041,0.123579,0,1,0
116,2017-07-14,11:00:01,Morning,WT,"Broadcasters obsess over Trump Jr., ignore Hillary Clinton’s Russia-uranium scandal",negative,-0.425929,0.108671,0.160487,0.424351,0.44827,0.026893,0,0,0
117,2017-07-14,11:00:01,Morning,WT,U.S. journalists fuming at Trump for calling on Chinese reporter,neutral,0.0,0.169608,0.018271,0.51811,0.278662,0.016834,0,1,0
118,2017-07-14,11:00:01,Morning,WT,Soaring stock market a symbol of the Trump age,positive,0.722019,0.303003,0.105723,0.146692,0.039436,0.099027,0,1,0
119,2017-07-14,11:00:01,Morning,WT,"Bill Flores, Texas Republican, says Trump should remove kids from White House",neutral,0.0,0.208064,0.077864,0.222277,0.619639,0.041054,0,1,0
120,2017-07-14,11:00:01,Morning,WT,"Mothers, children rally on Capitol Hill for cleaner air  ",neutral,0.0,0.096492,0.206714,0.180715,0.423715,0.074161,0,0,0
121,2017-07-14,11:00:01,Morning,WT,Trump campaign sued for privacy invasion by victims of DNC hack,negative,-0.447785,0.343102,0.136864,0.143541,0.566767,0.023766,0,1,0
122,2017-07-14,11:00:01,Morning,WT,Trump says he wants ‘comprehensive immigration plan’ but country isn’t ready,neutral,0.0,0.23251,0.147977,0.136244,0.058122,0.276103,0,1,0
123,2017-07-14,11:00:01,Morning,WT,Trump says border needs 700-900 miles of wall,positive,0.57585,0.309777,0.480521,0.121219,0.15639,0.081983,0,1,0
124,2017-07-14,11:00:01,Morning,WT,Trump ‘deeply saddened’ about death of Chinese dissident Liu,negative,-0.681501,0.778817,0.080831,0.098094,0.091346,0.058465,0,1,0
125,2017-07-14,11:00:01,Morning,WT,Baby Charlie Gard’s plight a test of compassion for us all,positive,0.868047,0.107721,0.089259,0.046891,0.238561,0.450691,0,0,0
126,2017-07-14,11:00:01,Morning,WT,Russians have their say in FCC’s public comment process on net neutrality,neutral,0.0,0.216969,0.520628,0.197867,0.173495,0.075479,0,0,0
127,2017-07-14,11:00:01,Morning,WT,"With Scalise still on the mend, lawmakers break promises of toning down partisan rhetoric",positive,0.898937,0.613601,0.121673,0.242783,0.115222,0.056985,0,0,0
128,2017-07-14,11:00:01,Morning,CBC,Trump promises to tax steel imports as Trudeau heads to American governors gathering,neutral,0.0,0.203525,0.059992,0.056371,0.357102,0.0411,0,1,1
129,2017-07-14,11:00:01,Morning,CBC,"Watch Power & Politics for July 13, 2017",neutral,0.0,0.501142,0.044394,0.112832,0.1756,0.145223,0,0,0
130,2017-07-14,11:00:01,Morning,CBC,Federal government to downsize failing Canada.ca project,negative,-0.68854,0.358195,0.1921,0.320627,0.280419,0.018185,0,0,0
131,2017-07-14,11:00:01,Morning,CBC,'Unquestionably qualified': Ex-astronaut Julie Payette formally introduced as Canada's next GG,positive,0.828243,0.117441,0.05991,0.142997,0.176512,0.093406,0,0,0
132,2017-07-14,11:00:01,Morning,CBC,"PM sidesteps calls to reboot inquiry into missing, murdered Indigenous women and girls",negative,-0.923355,0.426875,0.083409,0.143676,0.565027,0.004196,0,0,0
133,2017-07-14,11:00:01,Morning,CBC,The Pollcast: The story of Canada's first elections,neutral,0.0,0.326981,0.166913,0.19098,0.246722,0.136875,0,0,0
134,2017-07-14,11:00:01,Morning,CBC,"Jagmeet Singh tops NDP leadership endorsements, but front-runner status yet to be confirmed",neutral,0.0,0.019663,0.158677,0.023705,0.035009,0.061,0,0,0
135,2017-07-14,11:00:01,Morning,CBC,Judge rejects request to freeze Omar Khadr's assets,neutral,0.0,0.59823,0.080509,0.201414,0.09211,0.006336,0,0,0
136,2017-07-14,11:00:01,Morning,CBC,Trudeau looks to court U.S. governors as NAFTA talks loom,neutral,0.0,0.1444,0.139614,0.172943,0.189868,0.08826,0,0,1
137,2017-07-14,11:00:01,Morning,CBC,Wynne heads to U.S. at 'critical moment' in trade relationship,neutral,0.0,0.430716,0.052141,0.072483,0.027459,0.390924,0,0,0
138,2017-07-14,11:00:01,Morning,CBC,'What is going on?': Family members want to know what's happening to MMIWG inquiry,neutral,0.0,0.32946,0.109761,0.119055,0.045099,0.045933,0,0,0
139,2017-07-14,11:00:01,Morning,CBC,"Montreal nixes sovereignist group's plan to mark Charles de Gaulle's 'Vive le Quebec libre!"" speech",positive,0.688072,,,,,,0,0,0
140,2017-07-14,11:00:01,Morning,CBC,"Carbon pricing, pensions addressed by NDP leadership candidates at Saskatoon debate",neutral,0.0,0.216514,0.19266,0.06359,0.252934,0.009223,0,0,0
141,2017-07-14,11:00:01,Morning,CBC,Missing and murdered inquiry to forge ahead despite resignation of key commissioner,negative,-0.646526,0.626424,0.080227,0.276212,0.11458,0.053483,0,0,0
142,2017-07-14,11:00:01,Morning,CBC,Trudeau to hold formal bilateral meeting with U.S. VP Mike Pence,neutral,0.0,0.173057,0.033979,0.085109,0.035057,0.090363,0,0,1
143,2017-07-14,11:00:01,Morning,CBC,"Canada stumps up cash for family planning in developing world, but won't criticize Trump for stepping back",negative,-0.570372,0.312388,0.047231,0.050086,0.110045,0.322439,0,1,0
144,2017-07-15,11:00:01,Morning,RT,"‘She bled to death, nobody paid attention’: ISIS wives share chilling stories of life in ‘caliphate’                                                                        ",neutral,0.0,0.142958,0.088965,0.095943,0.436215,0.33741,0,0,0
145,2017-07-15,11:00:01,Morning,RT,‘Mistreatment of anybody is never justified’: HRW to RT on abuse of suspected ISIS fighters in Iraq                                                                     ,negative,-0.868277,0.17188,0.200708,0.371097,0.557458,0.003115,0,0,0
146,2017-07-15,11:00:01,Morning,RT,9/11 families may add UAE to lawsuit against Saudis over role in terrorist attacks                                                                    ,negative,-0.732749,0.150751,0.429006,0.1379,0.129239,0.007392,0,0,0
147,2017-07-15,11:00:01,Morning,RT,"‘Discrimination, harassment, bullying’: Canada’s spy agents file C$35mn lawsuit against bosses                                                                    ",negative,-0.796679,0.235627,0.104744,0.315661,0.066755,0.007742,0,0,0
148,2017-07-15,11:00:01,Morning,RT,‘Mad Max’ Jihad: Seized ISIS combat vehicles go on exhibit in Mosul (PHOTOS)                                                                     ,negative,-0.47096,0.185477,0.092414,0.442337,0.033685,0.062334,0,0,0
